COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ARGX    607.20  Dec'25 250  367.00    4.0    4.0    4.0    4.0 240.30 616.85  0.60  0.02    99    98    48     3.8     3.8 240.30    76/   51
ARGX    607.20  May  320    292.50    1.6    3.9    1.6    3.9 314.80 612.35  0.48  0.01    99    99    49     1.6     3.8 314.80    85/   51
ARGX    607.20  May  330    283.00    1.7    4.1    1.7    4.1 324.30 612.85  0.47  0.01    99    99    49     1.7     4.0 324.30    80/   51
QQQM    218.41  Oct  145     77.70    2.9    3.5    2.9    3.5 140.81 222.55  0.36  0.02    99    99    46     2.9     3.4 140.81    88/   24
PWR     337.60  Nov  160    183.00    3.4    3.6    3.4    3.6 154.70 342.85  0.54  0.02    99    99    48     3.3     3.5 154.70    87/   66
PWR     337.60  Mar'26 155  190.50    5.3    4.2    5.3    4.2 147.20 345.35  0.56  0.02    99    98    48     5.1     4.0 147.20    82/   66
PWR     337.60  Jan'26 155  189.00    4.2    3.8    4.2    3.8 148.70 343.85  0.56  0.02    99    99    48     4.1     3.8 148.70    86/   66
PWR     337.60  Nov  165    178.50    3.6    3.8    3.6    3.8 159.20 343.35  0.53  0.02    99    99    48     3.5     3.7 159.20    85/   66
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
PWR     337.60  Mar'26 160  186.00    5.4    4.3    5.4    4.3 151.70 345.85  0.55  0.02    99    98    47     5.2     4.1 151.70    78/   66
PWR     337.60  Jan'26 160  184.50    4.4    4.0    4.4    4.0 153.20 344.35  0.55  0.02    99    99    48     4.3     3.9 153.20    83/   66
PWR     337.60  Nov  155    187.50    3.2    3.4    3.2    3.4 150.20 342.35  0.56  0.01    99    99    48     3.1     3.3 150.20    90/   66
PWR     337.60  Dec'26 125  222.50    8.5    4.2    8.5    4.2 115.20 347.35  0.66  0.03    99    98    48     8.3     4.1 115.20    87/   66
PWR     337.60  Dec'26 120  227.00    8.4    4.1    8.4    4.1 110.70 346.85  0.67  0.03    99    99    48     8.2     4.1 110.70    90/   66
PTC     198.68  Aug  130     71.70    2.3    3.4    2.3    3.4 127.08 201.55  0.36  0.01    99    99    47     2.2     3.3 127.08    72/    5
PWR     337.60  Jan'26 150  193.50    4.0    3.6    4.0    3.6 144.20 343.35  0.57  0.02    99    99    48     3.9     3.6 144.20    90/   66
PWR     337.60  Dec'26 135  214.00    9.1    4.5    9.1    4.5 123.70 348.85  0.63  0.03    99    98    47     8.8     4.4 123.70    80/   66
PWR     337.60  Dec'26 130  218.00    8.6    4.3    8.6    4.3 119.70 347.85  0.65  0.03    99    98    47     8.3     4.1 119.70    83/   66
PYPL     91.02  Apr  60      32.15    1.7    4.9    1.7    4.9  58.97  92.00  0.35  0.01    99    98    48     1.6     4.6  58.97    74/    8
PYPL     91.02  Mar  60      31.95    1.3    4.9    1.3    4.9  59.17  91.80  0.35  0.01    99    99    48     1.3     4.8  59.17    85/    8
PYPL     91.02  Apr  57.5    34.45    1.4    4.0    1.4    4.0  56.67  91.80  0.38  0.01    99    99    48     1.3     3.9  56.67    83/    8
QCOM    158.53  Jan  125     34.10    0.3    3.5    0.3    3.5 124.53 158.95  0.21  0.00    99    99    49     0.3     3.1 124.53    56/   51
PYPL     91.02  Feb  65      26.75    0.9    4.7    0.9    4.7  64.37  91.60  0.29  0.01    99    99    48     0.9     4.5  64.37    75/    8
PYPL     91.02  Mar  62.5    29.35    1.1    4.1    1.1    4.1  61.77  91.70  0.32  0.01    99    99    48     1.0     3.9  61.77    70/    8
PWR     337.60  Aug  190    152.50    2.6    3.8    2.6    3.8 185.20 342.35  0.45  0.01    99    98    48     2.5     3.7 185.20    76/   66
PWR     337.60  Aug  175    166.50    2.2    3.3    2.2    3.3 171.20 341.35  0.49  0.01    99    99    48     2.1     3.2 171.20    88/   66
PWR     337.60  Nov  170    174.00    3.8    4.1    3.8    4.1 163.70 343.85  0.52  0.02    99    99    48     3.7     3.9 163.70    82/   66
PWR     337.60  Jan'26 165  180.00    4.6    4.2    4.6    4.2 157.70 344.85  0.53  0.02    99    98    48     4.4     4.1 157.70    80/   66
PWR     337.60  Aug  185    157.40    2.6    3.8    2.6    3.8 180.30 342.25  0.47  0.01    99    99    48     2.5     3.7 180.30    81/   66
PWR     337.60  Aug  180    162.00    2.4    3.6    2.4    3.6 175.70 341.85  0.48  0.01    99    99    48     2.4     3.5 175.70    84/   66
PWR     337.60  Nov  175    169.50    4.0    4.3    4.0    4.3 168.20 344.35  0.50  0.02    99    98    48     3.8     4.1 168.20    77/   66
GLBE     56.46  Apr  35      22.10    1.4    4.2    1.4    4.2  34.46  56.95  0.39  0.01    99    99    48     1.3     3.9  34.46    45/   10
HLT     252.76  Apr  175     80.30    1.4    4.0    1.4    4.0 172.56 255.15  0.32  0.01    99    99    48     1.3     3.9 172.56   120/    4
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GLBE     56.46  Jan'26 25    33.00    5.9    5.4    5.9    5.4  23.56  57.85  0.58  0.02    99    98    48     5.7     5.2  23.56    57/   10
GILD     91.86  Feb  70      22.60    0.9    4.4    0.9    4.4  69.36  92.45  0.24  0.01    99    99    48     0.8     4.3  69.36   103/   46
GILD     91.86  Jan  75      17.25    0.3    3.4    0.3    3.4  74.71  92.10  0.19  0.00    99    99    49     0.3     3.2  74.71   103/   46
DUK     108.82  Jan  95      14.30    0.3    3.6    0.3    3.6  94.62 109.15  0.13  0.00    99    99    48     0.3     3.5  94.62    97/   68
ZM       83.79  May  55      29.80    1.6    3.8    1.6    3.8  54.09  84.65  0.35  0.01    99    98    48     1.5     3.6  54.09    46/   17
ZM       83.79  Mar  57.5    27.15    1.3    4.7    1.3    4.7  56.74  84.50  0.32  0.01    99    99    48     1.2     4.5  56.74    53/   17
HLT     252.76  Apr  180     75.00    1.2    3.4    1.2    3.4 177.86 254.85  0.30  0.01    99    99    48     1.1     3.3 177.86   106/    4
DPZ     453.17  Mar  330    126.40    0.9    3.5    0.9    3.5 326.87 456.25  0.28  0.01    99    99    48     0.9     3.4 326.87    92/   15
DPZ     453.17  Mar  320    136.00    0.8    3.1    0.8    3.1 317.27 455.85  0.30  0.01    99    99    48     0.8     3.1 317.27   102/   15
HLT     252.76  Jul  160     96.70    2.4    4.1    2.4    4.1 156.16 256.55  0.38  0.01    99    99    47     2.4     4.0 156.16   119/    4
EA      157.41  Jan  135     23.10    0.4    4.2    0.4    4.2 134.41 157.95  0.15  0.00    99    99    48     0.4     4.0 134.41   101/   24
GE      166.01  Feb  125     41.95    0.6    3.3    0.6    3.3 124.16 166.80  0.25  0.00    99    99    48     0.6     3.2 124.16    69/   39
EME     479.28  Jul  250    234.50    2.1    3.5    2.1    3.5 244.88 484.35  0.49  0.01    99    98    49     1.9     3.3 244.88    69/   78
HLT     252.76  Jun  160     96.00    2.0    3.8    2.0    3.8 156.86 255.85  0.38  0.01    99    99    47     1.9     3.7 156.86   124/    4
HLT     252.76  Jun  165     91.00    1.9    3.7    1.9    3.7 161.86 255.85  0.36  0.01    99    99    47     1.8     3.6 161.86   115/    4
HLT     252.76  Jun  170     86.30    2.0    3.9    2.0    3.9 166.56 256.15  0.34  0.01    99    98    47     1.9     3.7 166.56   106/    4
AAPL    248.13  Apr  190     61.85    1.9    5.6    1.9    5.6 186.38 251.70  0.25  0.01    99    99    45     1.9     5.5 186.38   100/    8
CHTR    379.78  Jan  300     81.30    0.5    4.8    0.5    4.8 298.58 381.15  0.21  0.00    99    99    49     0.4     4.6 298.58    79/   24
GEHC     81.10  Jul  55      27.30    1.9    3.3    1.9    3.3  53.90  82.15  0.34  0.01    99    98    47     1.8     3.1  53.90    72/   48
HLT     252.76  Jul  165     92.40    2.8    4.7    2.8    4.7 160.46 257.25  0.37  0.02    99    98    47     2.7     4.5 160.46   110/    4
GM       52.53  Jan+ 41      11.90    0.5    4.0    0.5    4.0  40.73  52.75  0.22  0.00    99    98    49     0.5     3.7  40.73    64/   31
GOOG    191.38  Apr  130     63.65    1.7    4.8    1.7    4.8 127.83 193.50  0.33  0.01    99    99    47     1.6     4.7 127.83    94/   52
GM       52.53  Mar  35      18.00    0.9    3.4    0.9    3.4  34.63  52.85  0.34  0.01    99    99    49     0.9     3.4  34.63    76/   31
GM       52.53  Jun  32      21.25    1.8    3.5    1.8    3.5  31.38  53.10  0.40  0.01    99    99    48     1.7     3.3  31.38    65/   31
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
DIS     113.34  Apr  85      29.50    1.2    3.5    1.2    3.5  83.94 114.35  0.26  0.01    99    99    47     1.2     3.4  83.94    70/    0
GOOG    191.38  Mar  135     58.15    1.2    4.5    1.2    4.5 133.33 193.00  0.30  0.01    99    99    48     1.2     4.4 133.33    90/   52
HCA     313.93  Sep  180    138.50    2.5    3.3    2.5    3.3 175.53 318.35  0.44  0.01    99    98    48     2.4     3.1 175.53    86/   54
GOOG    191.38  Mar  140     53.45    1.4    5.2    1.4    5.2 138.03 193.30  0.28  0.01    99    98    47     1.3     4.9 138.03    81/   52
DASH    174.91  Jan  140     35.85    0.6    5.9    0.6    5.9 139.16 175.70  0.20  0.00    99    99    48     0.5     5.5 139.16    60/    5
DELL    118.45  Jan  90      28.90    0.3    3.5    0.3    3.5  89.65 118.75  0.24  0.00    99    99    49     0.3     3.3  89.65    50/   51
GOOG    191.38  Apr  135     58.95    1.8    5.3    1.8    5.3 132.53 193.80  0.31  0.01    99    98    47     1.7     5.1 132.53    94/   52
DKNG     39.84  May  20      20.30    1.6    3.7    1.6    3.7  19.64  40.15  0.51  0.01    99    99    49     1.5     3.6  19.64    77/   18
CLH     244.28  Jul  140    107.10    1.9    3.3    1.9    3.3 137.28 246.95  0.44  0.01    99    99    48     1.9     3.1 137.28    86/   62
DKNG     39.84  Mar  23      17.20    0.9    3.4    0.9    3.4  22.74  40.05  0.43  0.01    99    99    49     0.9     3.2  22.74   131/   18
ZM       83.79  Mar  60      24.85    1.5    5.7    1.5    5.7  59.04  84.70  0.30  0.01    99    98    47     1.5     5.5  59.04    44/   17
ZM       83.79  Feb  62.5    21.90    0.7    3.9    0.7    3.9  61.99  84.25  0.26  0.01    99    99    48     0.7     3.6  61.99    41/   17
AAPL    248.13  Mar  195     56.00    1.4    5.3    1.4    5.3 192.23 250.85  0.23  0.01    99    99    46     1.4     5.2 192.23    95/    8
AAPL    248.13  Feb  205     45.30    1.0    5.2    1.0    5.2 202.93 250.15  0.18  0.01    99    99    46     1.0     5.1 202.93    82/    8
GM       52.53  Jun  30      23.20    1.8    3.4    1.8    3.4  29.43  53.05  0.44  0.01    99    99    48     1.7     3.3  29.43    76/   31
CLH     244.28  Jul  145    102.40    2.1    3.5    2.1    3.5 141.98 247.25  0.42  0.01    99    98    48     2.0     3.3 141.98    80/   62
AAPL    248.13  Apr  195     57.05    2.0    5.8    2.0    5.8 191.18 251.90  0.23  0.02    99    98    45     1.9     5.6 191.18    90/    8
AAPL    248.13  Mar  200     51.25    1.5    5.6    1.5    5.6 196.98 251.10  0.21  0.01    99    99    45     1.5     5.5 196.98    85/    8
HLT     252.76  Jan'27 120  143.50    9.7    4.6    9.7    4.6 109.36 263.35  0.57  0.04    99    97    46     9.4     4.5 109.36   120/    4
FLUT    277.71  Jun  170    111.50    2.2    4.2    2.2    4.2 166.31 281.35  0.40  0.01    99    98    48     2.1     4.0 166.31    63/   13
FLUT    277.71  Jun  165    116.00    1.9    3.7    1.9    3.7 161.81 280.85  0.42  0.01    99    99    48     1.9     3.6 161.81    67/   13
FLUT    277.71  Jun  160    120.50    1.7    3.2    1.7    3.2 157.31 280.35  0.43  0.01    99    99    48     1.6     3.1 157.31    70/   13
HLT     252.76  Jan'27 115  147.50    9.1    4.4    9.1    4.4 105.36 262.35  0.58  0.04    99    98    46     8.9     4.2 105.36   125/    4
HLT     252.76  Jan'26 130  128.50    4.5    4.1    4.5    4.1 124.36 258.35  0.51  0.02    99    99    47     4.4     4.1 124.36   135/    4
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
FFIV    261.81  Aug  160    105.70    2.4    3.6    2.4    3.6 156.21 265.55  0.40  0.01    99    99    47     2.3     3.5 156.21   104/    5
FFIV    261.81  Jul  160    105.00    1.9    3.3    1.9    3.3 156.91 264.85  0.40  0.01    99    99    48     1.9     3.2 156.91   110/    5
FFIV    261.81  Jul  165    100.20    2.0    3.4    2.0    3.4 161.71 265.05  0.38  0.01    99    99    48     1.9     3.3 161.71   101/    5
FFIV    261.81  Jul  170     95.50    2.1    3.6    2.1    3.6 166.41 265.35  0.36  0.01    99    98    47     2.0     3.4 166.41    95/    5
FFIV    261.81  Aug  165    101.30    2.7    4.0    2.7    4.0 160.61 266.15  0.39  0.02    99    98    47     2.6     3.9 160.61   100/    5
FLUT    277.71  Jan'26 125  158.50    4.7    4.3    4.7    4.3 119.31 283.35  0.57  0.02    99    99    48     4.6     4.2 119.31    81/   13
FLUT    277.71  Jan'26 130  154.00    5.0    4.5    5.0    4.5 123.81 283.85  0.55  0.02    99    99    47     4.8     4.4 123.81    76/   13
FLUT    277.71  Jan'26 120  163.00    4.5    4.1    4.5    4.1 114.81 282.85  0.59  0.02    99    99    48     4.4     4.0 114.81    86/   13
CDNS    306.75  Jun  175    134.80    1.7    3.3    1.7    3.3 172.05 309.65  0.44  0.01    99    99    48     1.6     3.1 172.05    79/   64
FI      204.66  Jan  175     30.50    0.4    4.1    0.4    4.1 174.26 205.35  0.15  0.00    99    98    48     0.4     3.8 174.26    70/   53
FI      204.66  Jun  140     67.50    2.0    3.8    2.0    3.8 137.26 207.35  0.33  0.01    99    99    47     1.9     3.7 137.26   101/   53
FLUT    277.71  Jun  155    125.50    1.7    3.3    1.7    3.3 152.31 280.35  0.45  0.01    99    99    48     1.7     3.3 152.31    78/   13
CACI    409.91  Oct  210    207.40    3.6    4.3    3.6    4.3 202.61 417.25  0.51  0.02    99    98    48     3.5     4.1 202.61    80/   87
HD      416.98  Feb  340     79.75    0.8    4.0    0.8    4.0 337.33 419.60  0.19  0.01    99    99    47     0.7     3.9 337.33    78/   23
FI      204.66  Jun  135     72.10    1.7    3.3    1.7    3.3 132.66 206.95  0.35  0.01    99    99    47     1.7     3.3 132.66   110/   53
FLUT    277.71  Jan'26 135  149.00    4.8    4.4    4.8    4.4 128.81 283.85  0.54  0.02    99    98    47     4.6     4.2 128.81    70/   13
FTNT     97.95  Mar  67.5    31.20    0.9    3.3    0.9    3.3  66.85  98.55  0.32  0.01    99    98    49     0.8     3.1  66.85    72/   18
HLT     252.76  Jan'26 145  115.00    5.1    4.7    5.1    4.7 137.86 259.85  0.45  0.03    99    98    46     5.0     4.5 137.86   117/    4
HLT     252.76  Sep  145    112.00    2.9    3.8    2.9    3.8 140.86 256.85  0.44  0.02    99    99    47     2.9     3.7 140.86   128/    4
FOUR    101.85  Jan'26 40    63.90    5.0    4.6    5.0    4.6  38.05 103.75  0.63  0.02    99    98    48     4.8     4.4  38.05    71/    8
HLT     252.76  Jan'26 140  119.50    4.9    4.5    4.9    4.5 133.36 259.35  0.47  0.03    99    98    46     4.8     4.4 133.36   123/    4
HLT     252.76  Sep  150    107.50    3.2    4.1    3.2    4.1 145.36 257.35  0.42  0.02    99    99    47     3.1     4.0 145.36   123/    4
EME     479.28  May  280    203.50    1.5    3.5    1.5    3.5 275.88 483.35  0.42  0.01    99    98    49     1.4     3.2 275.88    66/   78
HCA     313.93  Feb  230     85.60    0.7    3.5    0.7    3.5 228.43 315.45  0.27  0.00    99    99    49     0.6     3.3 228.43    89/   54
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
HLT     252.76  Sep  155    102.50    3.1    4.0    3.1    4.0 150.36 257.35  0.41  0.02    99    98    47     2.9     3.8 150.36   114/    4
CB      276.09  Feb  225     52.90    0.7    3.9    0.7    3.9 223.29 277.75  0.19  0.01    99    99    47     0.7     3.7 223.29    52/  100
HLT     252.76  Jul  155    101.50    2.4    4.0    2.4    4.0 151.36 256.35  0.40  0.01    99    99    47     2.3     3.9 151.36   127/    4
CDNS    306.75  Sep  160    151.20    2.8    3.6    2.8    3.6 155.65 311.05  0.49  0.01    99    99    48     2.6     3.4 155.65    77/   64
EXPE    182.85  Jun  110     75.60    2.4    4.7    2.4    4.7 107.35 185.45  0.41  0.01    99    98    48     2.3     4.4 107.35    78/   24
EXPE    182.85  Apr  115     69.30    1.1    3.3    1.1    3.3 113.65 184.15  0.38  0.01    99    99    49     1.1     3.2 113.65    81/   24
FFIV    261.81  Aug  155    110.50    2.3    3.5    2.3    3.5 151.41 265.35  0.42  0.01    99    99    48     2.3     3.4 151.41   112/    5
CACI    409.91  Jun  240    174.50    1.9    3.6    1.9    3.6 235.51 414.35  0.43  0.01    99    99    48     1.8     3.5 235.51    73/   87
EXPE    182.85  Jul  105     80.25    2.2    3.7    2.2    3.7 102.70 185.10  0.44  0.01    99    98    48     2.1     3.5 102.70    78/   24
ETN     356.01  Apr  250    108.80    1.1    3.1    1.1    3.1 247.31 358.65  0.31  0.01    99    99    48     1.0     3.0 247.31    77/   44
CCJ      54.29  Mar  30      24.70    0.9    3.3    0.9    3.3  29.69  54.55  0.45  0.00    99    99    49     0.8     3.2  29.69    67/   60
HLT     252.76  Jan'26 135  124.00    4.7    4.3    4.7    4.3 128.86 258.85  0.49  0.02    99    99    47     4.6     4.2 128.86   129/    4
EXPE    182.85  Jul  100     84.95    2.0    3.3    2.0    3.3  98.00 184.80  0.46  0.01    99    99    48     1.9     3.2  98.00    86/   24
EXPE    182.85  Jun  100     84.60    1.6    3.1    1.6    3.1  98.35 184.45  0.46  0.01    99    99    49     1.6     3.1  98.35    94/   24
GOOG    191.38  Feb  145     48.00    1.0    5.3    1.0    5.3 143.48 192.85  0.25  0.01    99    99    48     1.0     5.1 143.48    85/   52
GS      585.48  Jan  490     98.15    0.5    5.4    0.5    5.4 487.43 588.00  0.17  0.00    99    99    48     0.5     5.2 487.43    73/   58
GS      585.48  Jan  485    103.00    0.5    5.1    0.5    5.1 482.58 587.85  0.18  0.00    99    99    48     0.5     5.0 482.58    78/   58
GS      585.48  Jan  495     93.25    0.5    5.5    0.5    5.5 492.33 588.10  0.16  0.00    99    99    48     0.5     5.3 492.33    68/   58
GWRE    172.76  Dec'25 90    86.50    4.2    4.1    4.2    4.1  86.36 176.35  0.50  0.02    99    98    47     4.0     4.0  86.36    61/   23
GOOGL   189.82  Jan  155     35.65    0.4    4.6    0.4    4.6 154.27 190.50  0.19  0.00    99    99    48     0.4     4.3 154.27    76/   52
CYBR    313.36  Nov  140    179.10    4.2    4.4    4.2    4.4 134.36 318.95  0.57  0.02    99    98    48     4.0     4.2 134.36    80/   30
CYBR    313.36  Dec'25 130  189.00    4.4    4.3    4.4    4.3 124.46 318.85  0.60  0.02    99    99    48     4.3     4.2 124.46    86/   30
CYBR    313.36  Dec'25 135  184.50    4.6    4.6    4.6    4.6 128.96 319.35  0.59  0.02    99    98    48     4.5     4.4 128.96    83/   30
CYBR    313.36  May  180    136.20    1.5    3.6    1.5    3.6 177.26 316.05  0.43  0.01    99    99    49     1.4     3.4 177.26    74/   30
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GOOGL   189.82  Feb  140     51.25    0.9    4.8    0.9    4.8 138.67 191.10  0.27  0.01    99    99    48     0.9     4.7 138.67    95/   52
BURL    289.97  Mar  200     92.00    0.9    3.5    0.9    3.5 198.07 291.85  0.32  0.01    99    99    48     0.9     3.3 198.07    46/   14
HUBS    721.86  Jun  430    301.40    2.2    4.3    2.2    4.3 420.56 731.25  0.42  0.01    99    98    48     2.1     4.1 420.56    64/    1
CVNA    248.25  Mar  155     96.80    2.2    8.4    2.2    8.4 151.55 251.65  0.39  0.01    99    98    48     2.1     8.0 151.55    61/    1
GTLS    197.87  Dec'25 70   130.50    3.7    3.6    3.7    3.6  67.47 200.35  0.66  0.01    99    98    49     3.5     3.4  67.47    70/   14
CVNA    248.25  Feb  165     85.65    1.4    7.2    1.4    7.2 162.70 250.50  0.34  0.01    99    98    48     1.3     6.8 162.70    59/    1
CVNA    248.25  Feb  160     89.50    0.7    3.6    0.7    3.6 158.85 249.35  0.36  0.00    99    99    49     0.6     3.4 158.85    62/    1
HUBS    721.86  Jan  560    163.90    0.3    3.5    0.3    3.5 558.06 723.75  0.23  0.00    99    99    49     0.3     3.3 558.06    68/    1
GPI     427.10  Apr  260    170.50    1.3    3.7    1.3    3.7 256.70 430.35  0.40  0.01    99    99    49     1.2     3.5 256.70    63/   25
CYBR    313.36  Aug  155    162.50    2.6    3.9    2.6    3.9 150.96 317.35  0.52  0.01    99    99    48     2.5     3.8 150.96    79/   30
GTLS    197.87  Mar  115     84.40    1.2    4.5    1.2    4.5 113.57 199.25  0.43  0.01    99    98    49     1.1     4.1 113.57    73/   14
GTLS    197.87  Mar  110     89.10    1.0    3.7    1.0    3.7 108.87 198.95  0.45  0.01    99    99    49     0.9     3.5 108.87    77/   14
CYBR    313.36  Aug  160    158.00    2.9    4.3    2.9    4.3 155.46 317.85  0.50  0.01    99    98    48     2.7     4.1 155.46    76/   30
CYBR    313.36  Jul  165    152.20    2.3    3.8    2.3    3.8 161.26 317.05  0.49  0.01    99    98    48     2.2     3.6 161.26    73/   30
GTLS    197.87  Mar  105     93.90    0.8    3.1    0.8    3.1 104.07 198.75  0.47  0.00    99    99    49     0.8     3.0 104.07    86/   14
CYBR    313.36  Jul  160    157.00    2.2    3.8    2.2    3.8 156.46 316.85  0.50  0.01    99    99    49     2.1     3.6 156.46    79/   30
HUBS    721.86  Mar  480    246.80    1.0    3.8    1.0    3.8 475.16 726.65  0.34  0.01    99    99    48     1.0     3.6 475.16    68/    1
GTLS    197.87  Jun  90     109.50    1.7    3.2    1.7    3.2  88.47 199.35  0.55  0.01    99    99    49     1.6     3.0  88.47    72/   14
CYBR    313.36  Aug  150    167.20    2.5    3.8    2.5    3.8 146.26 317.05  0.53  0.01    99    99    49     2.4     3.6 146.26    83/   30
CYBR    313.36  May  175    141.00    1.4    3.4    1.4    3.4 172.46 315.85  0.45  0.01    99    99    49     1.4     3.3 172.46    79/   30
CYBR    313.36  Aug  145    172.00    2.5    3.7    2.5    3.7 141.46 316.85  0.55  0.01    99    99    49     2.4     3.6 141.46    89/   30
GS      585.48  Feb  460    130.45    1.1    5.5    1.1    5.5 455.13 590.30  0.22  0.01    99    99    47     1.0     5.3 455.13    77/   58
CYBR    313.36  Jul  155    161.60    2.0    3.4    2.0    3.4 151.86 316.45  0.52  0.01    99    99    49     2.0     3.3 151.86    82/   30
GS      585.48  Feb  465    125.60    1.1    5.6    1.1    5.6 459.98 590.45  0.21  0.01    99    98    47     1.0     5.4 459.98    72/   58
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GOOGL   189.82  Jan+ 160     30.30    0.2    3.6    0.2    3.6 159.62 190.15  0.16  0.00    99    99    49     0.2     3.4 159.62    82/   52
GOOGL   189.82  Mar  135     56.75    1.3    5.0    1.3    5.0 133.17 191.60  0.30  0.01    99    99    47     1.3     4.8 133.17    91/   52
HUBS    721.86  Jun  420    311.60    2.3    4.5    2.3    4.5 410.36 731.45  0.43  0.01    99    99    48     2.3     4.4 410.36    70/    1
HUBS    721.86  Jun  410    320.60    2.1    4.1    2.1    4.1 401.36 730.45  0.44  0.01    99    99    48     2.1     4.0 401.36    73/    1
DASH    174.91  Feb  125     51.30    1.0    5.2    1.0    5.2 123.71 176.15  0.29  0.01    99    99    48     1.0     5.1 123.71    84/    5
AAPL    248.13  Jan  215     34.10    0.4    4.0    0.4    4.0 214.13 248.95  0.14  0.00    99    99    48     0.4     3.9 214.13    74/    8
ZS      198.54  Apr  125     75.10    1.1    3.3    1.1    3.3 123.54 199.95  0.38  0.01    99    99    49     1.1     3.1 123.54    37/    7
GOOGL   189.82  Apr  130     62.20    1.7    5.1    1.7    5.1 127.72 192.05  0.33  0.01    99    99    47     1.7     4.9 127.72    93/   52
GOOG    191.38  Jan  155     37.15    0.4    4.2    0.4    4.2 154.33 192.00  0.19  0.00    99    99    49     0.4     4.0 154.33    80/   52
DASH    174.91  May  110     67.80    2.6    6.1    2.6    6.1 107.21 177.65  0.39  0.02    99    99    47     2.5     5.9 107.21    77/    5
GOOG    191.38  Jan+ 155     37.20    0.4    3.8    0.4    3.8 154.28 192.05  0.19  0.00    99    99    49     0.4     3.5 154.28    69/   52
HUBS    721.86  Jun  400    329.80    2.0    3.8    2.0    3.8 392.16 729.65  0.46  0.01    99    99    48     1.9     3.8 392.16    76/    1
HON     227.62  Feb  185     44.00    0.7    3.5    0.7    3.5 183.72 228.85  0.19  0.01    99    98    48     0.6     3.2 183.72    83/   73
HCA     313.93  Dec'25 165  154.50    3.4    3.3    3.4    3.3 159.53 319.35  0.49  0.02    99    98    48     3.3     3.2 159.53    87/   54
CRM     354.31  Feb  270     86.75    0.9    4.5    0.9    4.5 267.66 356.60  0.24  0.01    99    98    48     0.8     4.2 267.66    30/   45
FN      247.86  Jul  120    131.00    2.6    4.3    2.6    4.3 116.96 250.85  0.53  0.01    98    97    49     2.2     3.8 116.96    43/   83
RACE    454.18  Feb  360     97.20    0.8    4.2    0.8    4.2 357.08 457.05  0.21  0.01    98    98    48     0.7     3.8 357.08    55/   40
